model,H,method,feature,importance_mean
XGBoost,20,permutation,ret_lag_5,-4.609343677176633e-08
XGBoost,20,treeshap_xgb,BBW_20,8.55609933087426e-05
XGBoost,20,treeshap_xgb,BBW_5,3.7550064362406104e-06
XGBoost,20,treeshap_xgb,BBW_60,0.0002974735700165085
XGBoost,20,treeshap_xgb,CN_10Y,0.00042241648657796466
XGBoost,20,treeshap_xgb,CN_CPI,0.0003929802435261474
XGBoost,20,treeshap_xgb,CN_Mkt_Index,0.0
XGBoost,20,treeshap_xgb,EPU_D,0.0
XGBoost,20,treeshap_xgb,Euro_CPI,0.000802528250386712
XGBoost,20,treeshap_xgb,GDP,0.00027834134439094543
XGBoost,20,treeshap_xgb,GER_10Y,0.00023102158888217968
XGBoost,20,treeshap_xgb,GER_3M,0.00011157671296796006
XGBoost,20,treeshap_xgb,GER_Mkt_Index,0.0
XGBoost,20,treeshap_xgb,GER_TermSpread,0.00014363756496537904
XGBoost,20,treeshap_xgb,GOLD,1.429892464853009e-07
XGBoost,20,treeshap_xgb,HK_Mkt_Index,8.81951549629505e-09
XGBoost,20,treeshap_xgb,JP_10Y,0.0001115872508897745
XGBoost,20,treeshap_xgb,JP_CPI,0.006398989567281427
XGBoost,20,treeshap_xgb,JP_Mkt_Index,1.2412129817645306e-07
XGBoost,20,treeshap_xgb,MA_gap_20,0.0001418989225852341
XGBoost,20,treeshap_xgb,MA_gap_5,7.439186375861666e-07
XGBoost,20,treeshap_xgb,MA_gap_60,0.0007439556817140279
XGBoost,20,treeshap_xgb,Output_Gap,0.0005929669346801962
XGBoost,20,treeshap_xgb,UK_10Y,0.0013317014334559743
XGBoost,20,treeshap_xgb,UK_3M,0.0001496527419402736
XGBoost,20,treeshap_xgb,UK_Mkt_Index,1.4759772791360257e-08
XGBoost,20,treeshap_xgb,UK_TermSpread,0.000316970437927159
XGBoost,20,treeshap_xgb,USD_CNY,0.0
XGBoost,20,treeshap_xgb,USD_EUR,9.706717563062739e-08
XGBoost,20,treeshap_xgb,USD_Futures,3.1466497165257427e-07
XGBoost,20,treeshap_xgb,USD_GBP,4.3391903307725145e-08
XGBoost,20,treeshap_xgb,USD_JPY,3.603073347187854e-08
XGBoost,20,treeshap_xgb,US_10Y,0.00027875515221436416
XGBoost,20,treeshap_xgb,US_3M,0.0023006614347970164
XGBoost,20,treeshap_xgb,US_CPI,0.002041350973642595
XGBoost,20,treeshap_xgb,US_Mkt_Index,0.0
XGBoost,20,treeshap_xgb,US_TermSpread,0.000581339086214005
XGBoost,20,treeshap_xgb,VIX,0.0002358909643245735
XGBoost,20,treeshap_xgb,WTI,0.0
XGBoost,20,treeshap_xgb,ret_lag_1,5.68139470844373e-08
XGBoost,20,treeshap_xgb,ret_lag_10,2.4752521281894785e-08
XGBoost,20,treeshap_xgb,ret_lag_2,1.1840043420171562e-07
XGBoost,20,treeshap_xgb,ret_lag_20,0.0
XGBoost,20,treeshap_xgb,ret_lag_5,1.4987356710637844e-07
